Timestamp,SessionTime,SessionState,OnPitRoad,InPitStall,Speed,LapLastLapTime,PitRepairLeft,PitOptRepairLeft,PlayerCarTowTime,Trigger
20260608 16:45:00.424,733.083,4,1,1,0.0,234.996,0.00,519.36,0.00,change
20260608 16:45:00.507,733.167,4,1,1,0.0,234.996,0.00,519.30,0.00,change
20260608 16:45:00.592,733.250,4,1,1,0.0,234.996,0.00,519.25,0.00,change
20260608 16:45:00.675,733.333,4,1,1,0.0,234.996,0.00,519.19,0.00,change
20260608 16:45:00.757,733.417,4,1,1,0.0,234.996,0.00,519.14,0.00,change
20260608 16:45:00.841,733.500,4,1,1,0.0,234.996,0.00,519.08,0.00,change
20260608 16:45:00.925,733.583,4,1,1,0.0,234.996,0.00,519.02,0.00,change
20260608 16:45:01.008,733.667,4,1,1,0.0,234.996,0.00,518.97,0.00,change
20260608 16:45:01.092,733.750,4,1,1,0.0,234.996,0.00,518.91,0.00,change
20260608 16:45:01.176,733.833,4,1,1,0.0,234.996,0.00,518.86,0.00,change
20260608 16:45:01.257,733.917,4,1,1,0.0,234.996,0.00,518.80,0.00,change
20260608 16:45:01.342,734.000,4,1,1,0.0,234.996,0.00,518.74,0.00,change
20260608 16:45:01.424,734.083,4,1,1,0.0,234.996,0.00,518.69,0.00,change
20260608 16:45:01.507,734.167,4,1,1,0.0,234.996,0.00,518.63,0.00,change
20260608 16:45:01.591,734.250,4,1,1,0.0,234.996,0.00,518.57,0.00,change
20260608 16:45:01.674,734.333,4,1,1,0.0,234.996,0.00,518.52,0.00,change
20260608 16:45:01.757,734.417,4,1,1,0.0,234.996,0.00,518.46,0.00,change
20260608 16:45:01.841,734.500,4,1,1,0.0,234.996,0.00,518.41,0.00,change
20260608 16:45:01.925,734.583,4,1,1,0.0,234.996,0.00,518.35,0.00,change
20260608 16:45:02.008,734.667,4,1,1,0.0,234.996,0.00,518.29,0.00,change
20260608 16:45:02.092,734.750,4,1,1,0.0,234.996,0.00,518.24,0.00,change
20260608 16:45:02.174,734.833,4,1,1,0.0,234.996,0.00,518.18,0.00,change
20260608 16:45:02.258,734.917,4,1,1,0.0,234.996,0.00,518.13,0.00,change
20260608 16:45:02.341,735.000,4,1,1,0.0,234.996,0.00,518.07,0.00,change
20260608 16:45:02.425,735.083,4,1,1,0.0,234.996,0.00,518.01,0.00,change
20260608 16:45:02.508,735.167,4,1,1,0.0,234.996,0.00,517.96,0.00,change
20260608 16:45:02.591,735.250,4,1,1,0.0,234.996,0.00,517.90,0.00,change
20260608 16:45:02.674,735.333,4,1,1,0.0,234.996,0.00,517.85,0.00,change
20260608 16:45:02.757,735.417,4,1,1,0.0,234.996,0.00,517.79,0.00,change
20260608 16:45:02.842,735.500,4,1,1,0.0,234.996,0.00,517.73,0.00,change
20260608 16:45:02.907,735.567,4,1,1,0.0,234.996,0.00,517.68,0.00,change
20260608 16:45:02.957,735.617,4,1,1,0.0,234.996,0.00,517.63,0.00,change
20260608 16:45:03.007,735.667,4,1,1,0.0,234.996,0.00,517.58,0.00,change
20260608 16:45:03.058,735.717,4,1,1,0.0,234.996,0.00,517.53,0.00,change
20260608 16:45:03.108,735.767,4,1,1,0.0,234.996,0.00,517.48,0.00,change
20260608 16:45:03.158,735.817,4,1,1,0.0,234.996,0.00,517.42,0.00,change
20260608 16:45:03.209,735.867,4,1,1,0.0,234.996,0.00,517.37,0.00,change
20260608 16:45:03.259,735.917,4,1,1,0.0,234.996,0.00,517.32,0.00,change
20260608 16:45:03.309,735.967,4,1,1,0.0,234.996,0.00,517.27,0.00,change
20260608 16:45:03.358,736.017,4,1,1,0.0,234.996,0.00,517.22,0.00,change
20260608 16:45:03.409,736.067,4,1,1,0.0,234.996,0.00,517.17,0.00,change
20260608 16:45:03.457,736.117,4,1,1,0.0,234.996,0.00,517.12,0.00,change
20260608 16:45:03.507,736.167,4,1,1,0.0,234.996,0.00,517.07,0.00,change
20260608 16:45:03.558,736.217,4,1,1,0.0,234.996,0.00,517.02,0.00,change
20260608 16:45:03.610,736.267,4,1,1,0.0,234.996,0.00,516.97,0.00,change
20260608 16:45:03.657,736.317,4,1,1,0.0,234.996,0.00,516.92,0.00,change
20260608 16:45:03.707,736.367,4,1,1,0.0,234.996,0.00,516.87,0.00,change
20260608 16:45:03.757,736.417,4,1,1,0.0,234.996,0.00,516.82,0.00,change
20260608 16:45:03.809,736.467,4,1,1,0.0,234.996,0.00,516.77,0.00,change
20260608 16:45:03.857,736.517,4,1,1,0.0,234.996,0.00,516.72,0.00,change
20260608 16:45:03.907,736.567,4,1,1,0.0,234.996,0.00,516.67,0.00,change
20260608 16:45:03.957,736.617,4,1,1,0.0,234.996,0.00,516.62,0.00,change
20260608 16:45:04.008,736.667,4,1,1,0.0,234.996,0.00,516.57,0.00,change
20260608 16:45:04.058,736.717,4,1,1,0.0,234.996,0.00,516.52,0.00,change
20260608 16:45:04.107,736.767,4,1,1,0.0,234.996,0.00,516.47,0.00,change
20260608 16:45:04.159,736.817,4,1,1,0.0,234.996,0.00,516.41,0.00,change
20260608 16:45:04.207,736.867,4,1,1,0.0,234.996,0.00,516.36,0.00,change
20260608 16:45:04.257,736.917,4,1,1,0.0,234.996,0.00,516.31,0.00,change
20260608 16:45:04.308,736.967,4,1,1,0.0,234.996,0.00,516.26,0.00,change
20260608 16:45:04.358,737.017,4,1,1,0.0,234.996,0.00,516.21,0.00,change
20260608 16:45:04.408,737.067,4,1,1,0.0,234.996,0.00,516.16,0.00,change
20260608 16:45:04.458,737.117,4,1,1,0.0,234.996,0.00,516.11,0.00,change
20260608 16:45:04.508,737.167,4,1,1,0.0,234.996,0.00,516.06,0.00,change
20260608 16:45:04.558,737.217,4,1,1,0.0,234.996,0.00,516.01,0.00,change
20260608 16:45:04.608,737.267,4,1,1,0.0,234.996,0.00,515.96,0.00,change
20260608 16:45:04.658,737.317,4,1,1,0.0,234.996,0.00,515.91,0.00,change
20260608 16:45:04.708,737.367,4,1,1,0.0,234.996,0.00,515.86,0.00,change
20260608 16:45:04.757,737.417,4,1,1,0.0,234.996,0.00,515.81,0.00,change
20260608 16:45:04.808,737.467,4,1,1,0.0,234.996,0.00,515.76,0.00,change
20260608 16:45:04.857,737.517,4,1,1,0.0,234.996,0.00,515.71,0.00,change
20260608 16:45:04.908,737.567,4,1,1,0.0,234.996,0.00,515.66,0.00,change
20260608 16:45:04.957,737.617,4,1,1,0.0,234.996,0.00,515.61,0.00,change
20260608 16:45:05.007,737.667,4,1,1,0.0,234.996,0.00,515.56,0.00,change
20260608 16:45:05.057,737.717,4,1,1,0.0,234.996,0.00,515.51,0.00,change
20260608 16:45:05.109,737.767,4,1,1,0.0,234.996,0.00,515.46,0.00,change
20260608 16:45:05.156,737.817,4,1,1,0.0,234.996,0.00,515.40,0.00,change
20260608 16:45:05.208,737.867,4,1,1,0.0,234.996,0.00,515.35,0.00,change
20260608 16:45:05.258,737.917,4,1,1,0.0,234.996,0.00,515.30,0.00,change
20260608 16:45:05.308,737.967,4,1,1,0.0,234.996,0.00,515.25,0.00,change
20260608 16:45:05.358,738.017,4,1,1,0.0,234.996,0.00,515.20,0.00,change
20260608 16:45:05.408,738.067,4,1,1,0.0,234.996,0.00,515.15,0.00,change
20260608 16:45:05.459,738.117,4,1,1,0.0,234.996,0.00,515.10,0.00,change
20260608 16:45:05.509,738.167,4,1,1,0.0,234.996,0.00,515.05,0.00,change
20260608 16:45:05.558,738.217,4,1,1,0.0,234.996,0.00,515.00,0.00,change
20260608 16:45:05.608,738.267,4,1,1,0.0,234.996,0.00,514.95,0.00,change
20260608 16:45:05.658,738.317,4,1,1,0.0,234.996,0.00,514.90,0.00,change
20260608 16:45:05.708,738.367,4,1,1,0.0,234.996,0.00,514.85,0.00,change
20260608 16:45:05.758,738.417,4,1,1,0.0,234.996,0.00,514.80,0.00,change
20260608 16:45:05.809,738.467,4,1,1,0.0,234.996,0.00,514.75,0.00,change
20260608 16:45:05.858,738.517,4,1,1,0.0,234.996,0.00,514.70,0.00,change
20260608 16:45:05.908,738.567,4,1,1,0.0,234.996,0.00,514.65,0.00,change
20260608 16:45:05.957,738.617,4,1,1,0.0,234.996,0.00,514.60,0.00,change
20260608 16:45:06.007,738.667,4,1,1,0.0,234.996,0.00,514.55,0.00,change
20260608 16:45:06.058,738.717,4,1,1,0.0,234.996,0.00,514.50,0.00,change
20260608 16:45:06.108,738.767,4,1,1,0.0,234.996,0.00,514.44,0.00,change
20260608 16:45:06.157,738.817,4,1,1,0.0,234.996,0.00,514.39,0.00,change
20260608 16:45:06.208,738.867,4,1,1,0.0,234.996,0.00,514.34,0.00,change
20260608 16:45:06.258,738.917,4,1,1,0.0,234.996,0.00,514.29,0.00,change
20260608 16:45:06.308,738.967,4,1,1,0.0,234.996,0.00,514.24,0.00,change
20260608 16:45:06.358,739.017,4,1,1,0.0,234.996,0.00,514.19,0.00,change
20260608 16:45:06.408,739.067,4,1,1,0.0,234.996,0.00,514.14,0.00,change
20260608 16:45:06.460,739.117,4,1,1,0.0,234.996,0.00,514.09,0.00,change
20260608 16:45:06.509,739.167,4,1,1,0.0,234.996,0.00,514.04,0.00,change
20260608 16:45:06.557,739.217,4,1,1,0.0,234.996,0.00,513.99,0.00,change
20260608 16:45:06.607,739.267,4,1,1,0.0,234.996,0.00,513.94,0.00,change
20260608 16:45:06.658,739.317,4,1,1,0.0,234.996,0.00,513.89,0.00,change
20260608 16:45:06.708,739.367,4,1,1,0.0,234.996,0.00,513.84,0.00,change
20260608 16:45:06.758,739.417,4,1,1,0.0,234.996,0.00,513.79,0.00,change
20260608 16:45:06.808,739.467,4,1,1,0.0,234.996,0.00,513.74,0.00,change
20260608 16:45:06.857,739.517,4,1,1,0.0,234.996,0.00,513.69,0.00,change
20260608 16:45:06.909,739.567,4,1,1,0.0,234.996,0.00,513.64,0.00,change
20260608 16:45:06.958,739.617,4,1,1,0.0,234.996,0.00,513.59,0.00,change
20260608 16:45:07.008,739.667,4,1,1,0.0,234.996,0.00,513.54,0.00,change
20260608 16:45:07.058,739.717,4,1,1,0.0,234.996,0.00,513.49,0.00,change
20260608 16:45:07.108,739.767,4,1,1,0.0,234.996,0.00,513.43,0.00,change
20260608 16:45:07.159,739.817,4,1,1,0.0,234.996,0.00,513.38,0.00,change
20260608 16:45:07.208,739.867,4,1,1,0.0,234.996,0.00,513.33,0.00,change
20260608 16:45:07.258,739.917,4,1,1,0.0,234.996,0.00,513.28,0.00,change
20260608 16:45:07.308,739.967,4,1,1,0.0,234.996,0.00,513.23,0.00,change
20260608 16:45:07.359,740.017,4,1,1,0.0,234.996,0.00,513.18,0.00,change
20260608 16:45:07.408,740.067,4,1,1,0.0,234.996,0.00,513.13,0.00,change
20260608 16:45:07.457,740.117,4,1,1,0.0,234.996,0.00,513.08,0.00,change
20260608 16:45:07.509,740.167,4,1,1,0.0,234.996,0.00,513.03,0.00,change
20260608 16:45:07.558,740.217,4,1,1,0.0,234.996,0.00,512.98,0.00,change
20260608 16:45:07.608,740.267,4,1,1,0.0,234.996,0.00,512.93,0.00,change
20260608 16:45:07.658,740.317,4,1,1,0.0,234.996,0.00,512.88,0.00,change
20260608 16:45:07.709,740.367,4,1,1,0.0,234.996,0.00,512.83,0.00,change
20260608 16:45:07.758,740.417,4,1,1,0.0,234.996,0.00,512.78,0.00,change
20260608 16:45:07.808,740.467,4,1,1,0.0,234.996,0.00,512.73,0.00,change
20260608 16:45:07.857,740.517,4,1,1,0.0,234.996,0.00,512.68,0.00,change
20260608 16:45:07.908,740.567,4,1,1,0.0,234.996,0.00,512.63,0.00,change
20260608 16:45:07.958,740.617,4,1,1,0.0,234.996,0.00,512.58,0.00,change
20260608 16:45:08.006,740.667,4,1,1,0.0,234.996,0.00,512.53,0.00,change
20260608 16:45:08.056,740.717,4,1,1,0.0,234.996,0.00,512.48,0.00,change
20260608 16:45:08.107,740.767,4,1,1,0.0,234.996,0.00,512.42,0.00,change
20260608 16:45:08.157,740.817,4,1,1,0.0,234.996,0.00,512.37,0.00,change
20260608 16:45:08.209,740.867,4,1,1,0.0,234.996,0.00,512.32,0.00,change
20260608 16:45:08.257,740.917,4,1,1,0.0,234.996,0.00,512.27,0.00,change
20260608 16:45:08.307,740.967,4,1,1,0.0,234.996,0.00,512.22,0.00,change
20260608 16:45:08.358,741.017,4,1,1,0.0,234.996,0.00,512.17,0.00,change
20260608 16:45:08.408,741.067,4,1,1,0.0,234.996,0.00,512.12,0.00,change
20260608 16:45:08.457,741.117,4,1,1,0.0,234.996,0.00,512.07,0.00,change
20260608 16:45:08.509,741.167,4,1,1,0.0,234.996,0.00,512.02,0.00,change
20260608 16:45:08.558,741.217,4,1,1,0.0,234.996,0.00,511.97,0.00,change
20260608 16:45:08.607,741.267,4,1,1,0.0,234.996,0.00,511.92,0.00,change
20260608 16:45:08.659,741.317,4,1,1,0.0,234.996,0.00,511.87,0.00,change
20260608 16:45:08.708,741.367,4,1,1,0.0,234.996,0.00,511.82,0.00,change
20260608 16:45:08.757,741.417,4,1,1,0.0,234.996,0.00,511.77,0.00,change
20260608 16:45:08.809,741.467,4,1,1,0.0,234.996,0.00,511.72,0.00,change
20260608 16:45:08.857,741.517,4,1,1,0.0,234.996,0.00,511.67,0.00,change
20260608 16:45:08.907,741.567,4,1,1,0.0,234.996,0.00,511.62,0.00,change
20260608 16:45:08.958,741.617,4,1,1,0.0,234.996,0.00,511.57,0.00,change
20260608 16:45:09.007,741.667,4,1,1,0.0,234.996,0.00,511.52,0.00,change
20260608 16:45:09.057,741.717,4,1,1,0.0,234.996,0.00,511.47,0.00,change
20260608 16:45:09.110,741.767,4,1,1,0.0,234.996,0.00,511.41,0.00,change
20260608 16:45:09.158,741.817,4,1,1,0.0,234.996,0.00,511.36,0.00,change
20260608 16:45:09.208,741.867,4,1,1,0.0,234.996,0.00,511.31,0.00,change
20260608 16:45:09.257,741.917,4,1,1,0.0,234.996,0.00,511.26,0.00,change
20260608 16:45:09.308,741.967,4,1,1,0.0,234.996,0.00,511.21,0.00,change
20260608 16:45:09.357,742.017,4,1,1,0.0,234.996,0.00,511.16,0.00,change
20260608 16:45:09.407,742.067,4,1,1,0.0,234.996,0.00,511.11,0.00,change
20260608 16:45:09.459,742.117,4,1,1,0.0,234.996,0.00,511.06,0.00,change
20260608 16:45:09.507,742.167,4,1,1,0.0,234.996,0.00,511.01,0.00,change
20260608 16:45:09.558,742.217,4,1,1,0.0,234.996,0.00,510.96,0.00,change
20260608 16:45:09.608,742.267,4,1,1,0.0,234.996,0.00,510.91,0.00,change
20260608 16:45:09.658,742.317,4,1,1,0.0,234.996,0.00,510.86,0.00,change
20260608 16:45:09.709,742.367,4,1,1,0.0,234.996,0.00,510.81,0.00,change
20260608 16:45:09.758,742.417,4,1,1,0.0,234.996,0.00,510.76,0.00,change
20260608 16:45:09.808,742.467,4,1,1,0.0,234.996,0.00,510.71,0.00,change
20260608 16:45:09.858,742.517,4,1,1,0.0,234.996,0.00,510.66,0.00,change
20260608 16:45:09.908,742.567,4,1,1,0.0,234.996,0.00,510.61,0.00,change
20260608 16:45:09.958,742.617,4,1,1,0.0,234.996,0.00,510.56,0.00,change
20260608 16:45:10.008,742.667,4,1,1,0.0,234.996,0.00,510.51,0.00,change
20260608 16:45:10.058,742.717,4,1,1,0.0,234.996,0.00,510.46,0.00,change
20260608 16:45:10.107,742.767,4,1,1,0.0,234.996,0.00,510.40,0.00,change
20260608 16:45:10.157,742.817,4,1,1,0.0,234.996,0.00,510.35,0.00,change
20260608 16:45:10.209,742.867,4,1,1,0.0,234.996,0.00,510.30,0.00,change
20260608 16:45:10.258,742.917,4,1,1,0.0,234.996,0.00,510.25,0.00,change
20260608 16:45:10.308,742.967,4,1,1,0.0,234.996,0.00,510.20,0.00,change
20260608 16:45:10.358,743.017,4,1,1,0.0,234.996,0.00,510.15,0.00,change
20260608 16:45:10.408,743.067,4,1,1,0.0,234.996,0.00,510.10,0.00,change
20260608 16:45:10.457,743.117,4,1,1,0.0,234.996,0.00,510.05,0.00,change
20260608 16:45:10.508,743.167,4,1,1,0.0,234.996,0.00,510.00,0.00,change
20260608 16:45:10.556,743.217,4,1,1,0.0,234.996,0.00,509.95,0.00,change
20260608 16:45:10.608,743.267,4,1,1,0.0,234.996,0.00,509.90,0.00,change
20260608 16:45:10.658,743.317,4,1,1,0.0,234.996,0.00,509.85,0.00,change
20260608 16:45:10.707,743.367,4,1,1,0.0,234.996,0.00,509.80,0.00,change
20260608 16:45:10.758,743.417,4,1,1,0.0,234.996,0.00,509.75,0.00,change
20260608 16:45:10.808,743.467,4,1,1,0.0,234.996,0.00,509.70,0.00,change
20260608 16:45:10.858,743.517,4,1,1,0.0,234.996,0.00,509.65,0.00,change
20260608 16:45:10.908,743.567,4,1,1,0.0,234.996,0.00,509.60,0.00,change
20260608 16:45:10.956,743.617,4,1,1,0.0,234.996,0.00,509.55,0.00,change
20260608 16:45:11.007,743.667,4,1,1,0.0,234.996,0.00,509.50,0.00,change
20260608 16:45:11.058,743.717,4,1,1,0.0,234.996,0.00,509.45,0.00,change
20260608 16:45:11.108,743.767,4,1,1,0.0,234.996,0.00,509.39,0.00,change
20260608 16:45:11.157,743.817,4,1,1,0.0,234.996,0.00,509.34,0.00,change
20260608 16:45:11.207,743.867,4,1,1,0.0,234.996,0.00,509.29,0.00,change
20260608 16:45:11.256,743.917,4,1,1,0.0,234.996,0.00,509.24,0.00,change
20260608 16:45:11.307,743.967,4,1,1,0.0,234.996,0.00,509.19,0.00,change
20260608 16:45:11.358,744.017,4,1,1,0.0,234.996,0.00,509.14,0.00,change
20260608 16:45:11.407,744.067,4,1,1,0.0,234.996,0.00,509.09,0.00,change
20260608 16:45:11.459,744.117,4,1,1,0.0,234.996,0.00,509.04,0.00,change
20260608 16:45:11.508,744.167,4,1,1,0.0,234.996,0.00,508.99,0.00,change
20260608 16:45:11.558,744.217,4,1,1,0.0,234.996,0.00,508.94,0.00,change
20260608 16:45:11.607,744.267,4,1,1,0.0,234.996,0.00,508.89,0.00,change
20260608 16:45:11.657,744.317,4,1,1,0.0,234.996,0.00,508.84,0.00,change
20260608 16:45:11.708,744.367,4,1,1,0.0,234.996,0.00,508.79,0.00,change
20260608 16:45:11.757,744.417,4,1,1,0.0,234.996,0.00,508.74,0.00,change
20260608 16:45:11.807,744.467,4,1,1,0.0,234.996,0.00,508.69,0.00,change
20260608 16:45:11.857,744.517,4,1,1,0.0,234.996,0.00,508.64,0.00,change
20260608 16:45:11.907,744.567,4,1,1,0.0,234.996,0.00,508.59,0.00,change
20260608 16:45:11.957,744.617,4,1,1,0.0,234.996,0.00,508.54,0.00,change
20260608 16:45:12.008,744.667,4,1,1,0.0,234.996,0.00,508.49,0.00,change
20260608 16:45:12.058,744.717,4,1,1,0.0,234.996,0.00,508.44,0.00,change
20260608 16:45:12.108,744.767,4,1,1,0.0,234.996,0.00,508.38,0.00,change
20260608 16:45:12.157,744.817,4,1,1,0.0,234.996,0.00,508.33,0.00,change
20260608 16:45:12.208,744.867,4,1,1,0.0,234.996,0.00,508.28,0.00,change
20260608 16:45:12.257,744.917,4,1,1,0.0,234.996,0.00,508.23,0.00,change
20260608 16:45:12.307,744.967,4,1,1,0.0,234.996,0.00,508.18,0.00,change
20260608 16:45:12.357,745.017,4,1,1,0.0,234.996,0.00,508.13,0.00,change
20260608 16:45:12.407,745.067,4,1,1,0.0,234.996,0.00,508.08,0.00,change
20260608 16:45:12.458,745.117,4,1,1,0.0,234.996,0.00,508.03,0.00,change
20260608 16:45:12.507,745.167,4,1,1,0.0,234.996,0.00,507.98,0.00,change
20260608 16:45:12.558,745.217,4,1,1,0.0,234.996,0.00,507.93,0.00,change
20260608 16:45:12.607,745.267,4,1,1,0.0,234.996,0.00,507.88,0.00,change
20260608 16:45:12.658,745.317,4,1,1,0.0,234.996,0.00,507.83,0.00,change
20260608 16:45:12.707,745.367,4,1,1,0.0,234.996,0.00,507.78,0.00,change
20260608 16:45:12.757,745.417,4,1,1,0.0,234.996,0.00,507.73,0.00,change
20260608 16:45:12.807,745.467,4,1,1,0.0,234.996,0.00,507.68,0.00,change
20260608 16:45:12.858,745.517,4,1,1,0.0,234.996,0.00,507.63,0.00,change
20260608 16:45:12.907,745.567,4,1,1,0.0,234.996,0.00,507.58,0.00,change
20260608 16:45:12.957,745.617,4,1,1,0.0,234.996,0.00,507.53,0.00,change
20260608 16:45:13.007,745.667,4,1,1,0.0,234.996,0.00,507.48,0.00,change
20260608 16:45:13.058,745.717,4,1,1,0.0,234.996,0.00,507.43,0.00,change
20260608 16:45:13.108,745.767,4,1,1,0.0,234.996,0.00,507.37,0.00,change
20260608 16:45:13.157,745.817,4,1,1,0.0,234.996,0.00,507.32,0.00,change
20260608 16:45:13.207,745.867,4,1,1,0.0,234.996,0.00,507.27,0.00,change
20260608 16:45:13.257,745.917,4,1,1,0.0,234.996,0.00,507.22,0.00,change
20260608 16:45:13.308,745.967,4,1,1,0.0,234.996,0.00,507.17,0.00,change
20260608 16:45:13.357,746.017,4,1,1,0.0,234.996,0.00,507.12,0.00,change
20260608 16:45:13.407,746.067,4,1,1,0.0,234.996,0.00,507.07,0.00,change
20260608 16:45:13.456,746.117,4,1,1,0.0,234.996,0.00,507.02,0.00,change
20260608 16:45:13.508,746.167,4,1,1,0.0,234.996,0.00,506.97,0.00,change
20260608 16:45:13.557,746.217,4,1,1,0.0,234.996,0.00,506.92,0.00,change
20260608 16:45:13.607,746.267,4,1,1,0.0,234.996,0.00,506.87,0.00,change
20260608 16:45:13.658,746.317,4,1,1,0.0,234.996,0.00,506.82,0.00,change
20260608 16:45:13.707,746.367,4,1,1,0.0,234.996,0.00,506.77,0.00,change
20260608 16:45:13.758,746.417,4,1,1,0.0,234.996,0.00,506.72,0.00,change
20260608 16:45:13.807,746.467,4,1,1,0.0,234.996,0.00,506.67,0.00,change
20260608 16:45:13.856,746.517,4,1,1,0.0,234.996,0.00,506.62,0.00,change
20260608 16:45:13.908,746.567,4,1,1,0.0,234.996,0.00,506.57,0.00,change
20260608 16:45:13.958,746.617,4,1,1,0.0,234.996,0.00,506.52,0.00,change
20260608 16:45:14.007,746.667,4,1,1,0.0,234.996,0.00,506.47,0.00,change
20260608 16:45:14.057,746.717,4,1,1,0.0,234.996,0.00,506.42,0.00,change
20260608 16:45:14.107,746.767,4,1,1,0.0,234.996,0.00,506.36,0.00,change
20260608 16:45:14.157,746.817,4,1,1,0.0,234.996,0.00,506.31,0.00,change
20260608 16:45:14.207,746.867,4,1,1,0.0,234.996,0.00,506.26,0.00,change
20260608 16:45:14.258,746.917,4,1,1,0.0,234.996,0.00,506.21,0.00,change
20260608 16:45:14.307,746.967,4,1,1,0.0,234.996,0.00,506.16,0.00,change
20260608 16:45:14.357,747.017,4,1,1,0.0,234.996,0.00,506.11,0.00,change
20260608 16:45:14.407,747.067,4,1,1,0.0,234.996,0.00,506.06,0.00,change
20260608 16:45:14.457,747.117,4,1,1,0.0,234.996,0.00,506.01,0.00,change
20260608 16:45:14.508,747.167,4,1,1,0.0,234.996,0.00,505.96,0.00,change
20260608 16:45:14.559,747.217,4,1,1,0.0,234.996,0.00,505.91,0.00,change
20260608 16:45:14.608,747.267,4,1,1,0.0,234.996,0.00,505.86,0.00,change
20260608 16:45:14.657,747.317,4,1,1,0.0,234.996,0.00,505.81,0.00,change
20260608 16:45:14.708,747.367,4,1,1,0.0,234.996,0.00,505.76,0.00,change
20260608 16:45:14.758,747.417,4,1,1,0.0,234.996,0.00,505.71,0.00,change
20260608 16:45:14.808,747.467,4,1,1,0.0,234.996,0.00,505.66,0.00,change
20260608 16:45:14.858,747.517,4,1,1,0.0,234.996,0.00,505.61,0.00,change
20260608 16:45:14.907,747.567,4,1,1,0.0,234.996,0.00,505.56,0.00,change
20260608 16:45:14.958,747.617,4,1,1,0.0,234.996,0.00,505.51,0.00,change
20260608 16:45:15.007,747.667,4,1,1,0.0,234.996,0.00,505.46,0.00,change
20260608 16:45:15.059,747.717,4,1,1,0.0,234.996,0.00,505.41,0.00,change
20260608 16:45:15.107,747.767,4,1,1,0.0,234.996,0.00,505.35,0.00,change
20260608 16:45:15.158,747.817,4,1,1,0.0,234.996,0.00,505.30,0.00,change
20260608 16:45:15.207,747.867,4,1,1,0.0,234.996,0.00,505.25,0.00,change
20260608 16:45:15.259,747.917,4,1,1,0.0,234.996,0.00,505.20,0.00,change
20260608 16:45:15.307,747.967,4,1,1,0.0,234.996,0.00,505.15,0.00,change
20260608 16:45:15.358,748.017,4,1,1,0.0,234.996,0.00,505.10,0.00,change
20260608 16:45:15.407,748.067,4,1,1,0.0,234.996,0.00,505.05,0.00,change
20260608 16:45:15.457,748.117,4,1,1,0.0,234.996,0.00,505.00,0.00,change
20260608 16:45:15.508,748.167,4,1,1,0.0,234.996,0.00,504.95,0.00,change
20260608 16:45:15.557,748.217,4,1,1,0.0,234.996,0.00,504.90,0.00,change
20260608 16:45:15.608,748.267,4,1,1,0.0,234.996,0.00,504.85,0.00,change
20260608 16:45:15.657,748.317,4,1,1,0.0,234.996,0.00,504.80,0.00,change
20260608 16:45:15.707,748.367,4,1,1,0.0,234.996,0.00,504.75,0.00,change
20260608 16:45:15.757,748.417,4,1,1,0.0,234.996,0.00,504.70,0.00,change
20260608 16:45:15.807,748.467,4,1,1,0.0,234.996,0.00,504.65,0.00,change
20260608 16:45:15.857,748.517,4,1,1,0.0,234.996,0.00,504.60,0.00,change
20260608 16:45:15.908,748.567,4,1,1,0.0,234.996,0.00,504.55,0.00,change
20260608 16:45:15.957,748.617,4,1,1,0.0,234.996,0.00,504.50,0.00,change
20260608 16:45:16.007,748.667,4,1,1,0.0,234.996,0.00,504.45,0.00,change
20260608 16:45:16.057,748.717,4,1,1,0.0,234.996,0.00,504.40,0.00,change
20260608 16:45:16.107,748.767,4,1,1,0.0,234.996,0.00,504.34,0.00,change
20260608 16:45:16.157,748.817,4,1,1,0.0,234.996,0.00,504.29,0.00,change
20260608 16:45:16.207,748.867,4,1,1,0.0,234.996,0.00,504.24,0.00,change
20260608 16:45:16.258,748.917,4,1,1,0.0,234.996,0.00,504.19,0.00,change
20260608 16:45:16.306,748.967,4,1,1,0.0,234.996,0.00,504.14,0.00,change
20260608 16:45:16.359,749.017,4,1,1,0.0,234.996,0.00,504.09,0.00,change
20260608 16:45:16.408,749.067,4,1,1,0.0,234.996,0.00,504.04,0.00,change
20260608 16:45:16.457,749.117,4,1,1,0.0,234.996,0.00,503.99,0.00,change
20260608 16:45:16.507,749.167,4,1,1,0.0,234.996,0.00,503.94,0.00,change
20260608 16:45:16.558,749.217,4,1,1,0.0,234.996,0.00,503.89,0.00,change
20260608 16:45:16.608,749.267,4,1,1,0.0,234.996,0.00,503.84,0.00,change
20260608 16:45:16.657,749.317,4,1,1,0.0,234.996,0.00,503.79,0.00,change
20260608 16:45:16.708,749.367,4,1,1,0.0,234.996,0.00,503.74,0.00,change
20260608 16:45:16.758,749.417,4,1,1,0.0,234.996,0.00,503.69,0.00,change
20260608 16:45:16.807,749.467,4,1,1,0.0,234.996,0.00,503.64,0.00,change
20260608 16:45:16.858,749.517,4,1,1,0.0,234.996,0.00,503.59,0.00,change
20260608 16:45:16.906,749.567,4,1,1,0.0,234.996,0.00,503.54,0.00,change
20260608 16:45:16.958,749.617,4,1,1,0.0,234.996,0.00,503.49,0.00,change
20260608 16:45:17.007,749.667,4,1,1,0.0,234.996,0.00,503.44,0.00,change
20260608 16:45:17.057,749.717,4,1,1,0.0,234.996,0.00,503.39,0.00,change
20260608 16:45:17.107,749.767,4,1,1,0.0,234.996,0.00,503.33,0.00,change
20260608 16:45:17.157,749.817,4,1,1,0.0,234.996,0.00,503.28,0.00,change
